dataSource,dateOfReport,reportNo,pageRef,actionPlan,actionPlanName,actionPlanProgram,implementingAgency,agencyName,programName,programAcronym,programName2,assistanceType,asOfDate,targetBudget,expendedAmount,beneficiaryTargetTotal,beneficiaryTotal,beneficaryCategoryOrig,beneficiaryTypeOrig,region,province,cityMunicipality,dswd,lgu,ngos,others,grandTotal,notes,notes2,index,accounting,agency,agencyCode,aidCategory,aidCategoryCode,aidType,assistanceType,agencyAllocated,value,shareOfTotalBudget,date,beneficiaryTargetValue,beneficiaryValue,beneficiaryCategory,popOfBeneficiaryCategory,beneficiaryType,shareOfPop,link,infoText,saroAllotment
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VIII,,,86824.78,962252260.2,0,13038390,975377475,,,143,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,43412.39,0,4/20/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION X,,,87758.3,0,0,0,87758.3,,,144,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0,4/20/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION XI,,,200902807.2,1706593382,0,0,1907496189,,,145,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,1882114.63,0,4/20/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION XII,,,30426191,0,0,0,30426191,,,146,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,1504200,0,4/20/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,BARMM,,,1554000,0,0,0,1554000,,,147,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0,4/27/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,CALABARZON,,,93503928,25718949305,86016405.6,0,25898469637,,,148,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,214676,0,4/27/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,CAR,,,86567922.93,1025583831,2484890.92,29175415.14,1143812059,,,149,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,2718232.7,0,4/27/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,CARAGA,,,0,810695877.4,0,0,810695877.4,,,150,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0,4/27/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,MIMAROPA,,,12921526.5,771482805.3,0,0,784404331.5,,,151,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,514987.75,0,4/27/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,NCR,,,383908340,8706963601,1014105000,0,10104976941,,,152,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,2275800,0,4/27/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION I,,,110927382.4,2791048682,1622180.21,145657095.9,3049255341,,,153,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,2981417.47,0,4/27/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION II,,,31518502.58,2748725011,0,0,2780243513,,,154,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,2018623.91,0,4/27/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION III,,,58001759.1,4893373853,0,0,4951375612,,,155,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,919020,0,4/27/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION IX,,,127507240,5467000,0,0,132974240,,,156,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,7164320,0,4/27/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION V,,,114522783.5,1796064532,21538650,0,1932125966,,,157,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,747196.61,0,4/27/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VI,,,57423276,75644057.3,350000,0,133417333.3,,,158,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,219000,0,4/27/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VII,,,73039451.29,0,0,0,73039451.29,,,159,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,6044780,0,4/27/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VIII,,,303886.73,1032977098,0,14268390,1047549374,,,160,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0,4/27/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION X,,,87758.3,0,0,0,87758.3,,,161,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0,4/27/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION XI,,,203938963.3,1959216966,0,0,2163155929,,,162,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0,4/27/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION XII,,,38357191,0,0,0,38357191,,,163,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,1882400,0,4/27/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,BARMM,,,1554000,0,0,0,1554000,,,164,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0,5/4/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,CALABARZON,,,116871374.7,30925270410,127970883.6,0,31170112669,,,165,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,4504291.74,0,5/4/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
